name;platform;r-date;score;user score;developer;genre;players;critics;users;1 Player;1-2 Player;No Online Multiplayer;MP up to 32;MP up to 30;MP up to 16;No info;1-4 Player
Fate/Extella Link;PlayStation4;19.03.2019;75;6.7;MarvelousInc.,MarvelousFirstStudio;Action,Beat-'Em-Up,3D;No Online Multiplayer;18;44;0;0;1;0;0;0;0;0
Anodyne;PC;04.02.2013;75;6.7;AnalgesicProductions;Action Adventure,Adventure,General,General,Open-World;No Online Multiplayer;11;69;0;0;1;0;0;0;0;0
Archer Maclean's Mercury;PSP;06.04.2005;75;6.7;AwesomeStudios;Miscellaneous,Puzzle,Puzzle,General,Puzzle,General;2  Online;39;23;0;0;0;0;0;0;0;0
Game of Thrones: Episode Six - The Ice Dragon;PlayStation4;17.11.2015;75;6.7;TelltaleGames;Action,General,Adventure,Point-and-Click;No info;13;47;0;0;0;0;0;0;1;0
Ode;PC;27.11.2017;75;6.7;UbisoftReflections;Adventure,3D,Third-Person;No Online Multiplayer;19;10;0;0;1;0;0;0;0;0
Resident Evil: Revelations 2 - Episode 4: Metamorphosis;PlayStation4;17.03.2015;75;6.7;Capcom;Action Adventure,Survival;No info;15;41;0;0;0;0;0;0;1;0
Overland;Switch;19.09.2019;75;6.7;Finji;Strategy,Turn-Based,Tactics;No Online Multiplayer;8;6;0;0;1;0;0;0;0;0
Just Cause;Xbox;27.09.2006;74;6.7;AvalancheStudios;Action Adventure,Modern;1 Player;17;13;1;0;0;0;0;0;0;0
Amnesia: Rebirth;PlayStation4;20.10.2020;74;6.7;FrictionalGames;Action Adventure,Survival;No Online Multiplayer;29;34;0;0;1;0;0;0;0;0
James Bond 007: Agent Under Fire;GameCube;13.03.2002;74;6.7;ElectronicArts;Action,Shooter,First-Person,Modern;1-4 ;16;35;0;0;0;0;0;0;0;1
Rad;PlayStation4;20.08.2019;74;6.7;DoubleFineProductions;Adventure,Action Adventure,General;No Online Multiplayer;31;26;0;0;1;0;0;0;0;0
Dead Rising 2: Case West;Xbox360;27.12.2010;74;6.7;BlueCastleGames;Action Adventure,Horror,Horror,Survival;No info;39;35;0;0;0;0;0;0;1;0
Need for Speed Heat;XboxOne;08.11.2019;74;6.7;GhostGames;Racing,Arcade,Automobile;Up to 16 ;29;158;0;0;0;0;0;1;0;0
The Escapists;XboxOne;13.02.2015;74;6.7;MouldyToofStudios;Action,General;No info;31;33;0;0;0;0;0;0;1;0
The Turing Test;PC;30.08.2016;74;6.7;BulkheadInteractive;Action,Shooter,First-Person,Arcade;No Online Multiplayer;31;116;0;0;1;0;0;0;0;0
Heaven's Hope;PC;25.02.2016;74;6.7;MosaicMask;General,Adventure,Point-and-Click;No Online Multiplayer;8;11;0;0;1;0;0;0;0;0
Incredipede;PC;25.10.2012;74;6.7;NorthwayGames;Miscellaneous,Puzzle,Action,Puzzle,General,General;1 Player;7;26;1;0;0;0;0;0;0;0
World Series of Poker 2008: Battle for the Bracelets;Xbox360;26.09.2007;74;6.7;LeftFieldProductions;Miscellaneous,Parlor,Gambling,Gambling;16  Online;10;6;0;0;0;0;0;0;0;0
God Wars: Future Past;PlayStation4;28.03.2017;74;6.7;Kadokawa;Strategy,Turn-Based,Tactics;No Online Multiplayer;16;31;0;0;1;0;0;0;0;0
Midway Arcade Treasures 2;Xbox;11.10.2004;74;6.7;BackboneEntertainment;Miscellaneous,Compilation;1-4 ;38;9;0;0;0;0;0;0;0;1
SingStar Queen;PlayStation3;04.08.2009;74;6.7;SCEE;Action,Miscellaneous,Rhythm,Music,Music;No Online Multiplayer;37;7;0;0;1;0;0;0;0;0
Chroma Squad;PlayStation4;19.05.2017;74;6.7;BeholdStudios;Strategy,Turn-Based,Tactics;No Online Multiplayer;7;9;0;0;1;0;0;0;0;0
Comic Jumper: The Adventures of Captain Smiley;Xbox360;06.10.2010;74;6.7;TwistedPixelGames;Action,General,General;No info;45;30;0;0;0;0;0;0;1;0
2064: Read Only Memories INTEGRAL;Switch;26.07.2018;74;6.7;MidBoss;Adventure,Point-and-Click;No Online Multiplayer;7;12;0;0;1;0;0;0;0;0
Fate/Extella Link;Switch;19.03.2019;74;6.7;MarvelousInc.,MarvelousFirstStudio;Action,Beat-'Em-Up,3D;Up to 8 ;9;21;0;0;0;0;0;0;0;0
Summon Night 5;PSP;15.12.2015;74;6.7;Felistella;Strategy,Turn-Based,Tactics;No info;7;10;0;0;0;0;0;0;1;0
Aragami: Shadow Edition;Switch;21.02.2019;73;6.7;LinceWorks;Action Adventure,General;2 ;17;14;0;0;0;0;0;0;0;0
Quarantine Circular;PC;22.05.2018;73;6.7;MikeBithell;Adventure,Text;No Online Multiplayer;7;14;0;0;1;0;0;0;0;0
Escape Plan;PlayStation4;03.12.2013;73;6.7;FunBits;Miscellaneous,Puzzle,Action,General,Puzzle,General;No info;14;97;0;0;0;0;0;0;1;0
Xeodrifter;3DS;11.12.2014;73;6.7;RenegadeKid;Action,Platformer,2D;No info;17;18;0;0;0;0;0;0;1;0
Paper Sorcerer;PC;02.11.2013;73;6.7;UltraRunawayGames;General,Role-Playing,General;No info;7;33;0;0;0;0;0;0;1;0
Battle Princess Madelyn;PC;05.12.2018;73;6.7;CausalBitGames;Action,Platformer,2D;No Online Multiplayer;7;22;0;0;1;0;0;0;0;0
Human: Fall Flat;XboxOne;12.05.2017;73;6.7;NoBrakesGames;Action Adventure,General;No info;11;25;0;0;0;0;0;0;1;0
Guitar Hero: Aerosmith;Wii;29.06.2008;73;6.7;VicariousVisions;Action,Miscellaneous,Rhythm,Music,Music;No info;16;21;0;0;0;0;0;0;1;0
The Eternal Castle Remastered;PC;05.01.2019;73;6.7;LeonardMenchiari;Adventure,General;No Online Multiplayer;12;16;0;0;1;0;0;0;0;0
Worms Revolution;PC;10.10.2012;73;6.7;Team17;Strategy,Turn-Based,Fantasy,Fantasy,Artillery;No info;16;129;0;0;0;0;0;0;1;0
Unstoppable Gorg;PC;19.01.2012;73;6.7;FuturemarkGamesStudio;Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Defense;No info;26;30;0;0;0;0;0;0;1;0
West of Dead;XboxOne;18.06.2020;73;6.7;UpstreamArcade;Action Adventure,General;No Online Multiplayer;16;15;0;0;1;0;0;0;0;0
Ghostbusters: The Video Game Remastered;Switch;04.10.2019;73;6.7;SaberInteractive;Action,General;No Online Multiplayer;10;24;0;0;1;0;0;0;0;0
The Surge;PC;16.05.2017;72;6.7;Deck13;General,Role-Playing,Action RPG;No Online Multiplayer;33;252;0;0;1;0;0;0;0;0
Red Faction: Guerrilla Re-Mars-tered;Switch;02.07.2019;72;6.7;VolitionInc.,Kaiko;Action,Shooter,Third-Person,Arcade;Up to 16 ;28;15;0;0;0;0;0;1;0;0
Killzone: Shadow Fall - Intercept;PlayStation4;24.06.2014;72;6.7;Guerrilla;Action,Shooter,First-Person,Sci-Fi,Arcade;Up to 4 ;23;74;0;0;0;0;0;0;0;0
Kingdoms of Amalur: Re-Reckoning;XboxOne;08.09.2020;72;6.7;Kaiko;Role-Playing,Action RPG;No Online Multiplayer;10;24;0;0;1;0;0;0;0;0
Puzzle Quest: Galactrix;PC;24.02.2009;72;6.7;InfiniteInteractive;Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching;2  Online;31;27;0;0;0;0;0;0;0;0
Wild Earth: Photo Safari;PC;02.05.2006;72;6.7;SuperXStudios;Miscellaneous,Adventure,First-Person,Edutainment,Modern;No info;10;6;0;0;0;0;0;0;1;0
Psycho-Pass: Mandatory Happiness;PlayStation4;13.09.2016;72;6.7;5pb;Adventure,Visual Novel;No Online Multiplayer;26;32;0;0;1;0;0;0;0;0
Guitar Hero: Warriors of Rock;Xbox360;28.09.2010;72;6.7;NeversoftEntertainment;Action,Miscellaneous,Rhythm,Music Maker,Music,Music;Up to 8 ;65;56;0;0;0;0;0;0;0;0
Bionicle Heroes;DS;14.11.2006;72;6.7;AmazeEntertainment;Action,Action Adventure,Shooter,General,Sci-Fi,Shooter,Third-Person,First-Person,Sci-Fi,Arcade;No Online Multiplayer;11;19;0;0;1;0;0;0;0;0
Tembo the Badass Elephant;PlayStation4;21.07.2015;72;6.7;GameFreak;Action Adventure,General;No info;32;55;0;0;0;0;0;0;1;0
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy;3DS;06.10.2017;72;6.7;Level5;Puzzle,General;No Online Multiplayer;29;40;0;0;1;0;0;0;0;0
Dead Rising Triple Pack;PlayStation4;13.09.2016;71;6.7;Capcom;Action Adventure;No info;20;6;0;0;0;0;0;0;1;0
Jak and Daxter: The Lost Frontier;PSP;03.11.2009;71;6.7;HighImpactGames;Action,Action Adventure,Fantasy,General,Platformer,Fantasy,3D;No Online Multiplayer;47;43;0;0;1;0;0;0;0;0
Alwa's Awakening;PC;02.02.2017;71;6.7;EldenPixels;Action Adventure,Open-World;No Online Multiplayer;13;10;0;0;1;0;0;0;0;0
Lilly Looking Through;PC;01.11.2013;71;6.7;GeetaGames;Adventure,General,General,Point-and-Click;No info;9;41;0;0;0;0;0;0;1;0
Battlefield 2: Euro Force;PC;15.03.2006;71;6.7;DigitalIllusions;Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern;64  Online;11;27;0;0;0;0;0;0;0;0
Bridge Constructor Portal;Switch;28.02.2018;71;6.7;ClockStoneSoftware;Simulation,Virtual,Career;No Online Multiplayer;10;14;0;0;1;0;0;0;0;0
Guitar Hero: Aerosmith;PlayStation2;29.06.2008;71;6.7;BudCat;Miscellaneous,Rhythm,Music;1-2 ;11;19;0;1;0;0;0;0;0;0
LEGO Harry Potter: Years 5-7;3DS;11.11.2011;71;6.7;Traveller'sTales;Action Adventure,Fantasy,General,Fantasy;No Online Multiplayer;7;14;0;0;1;0;0;0;0;0
Through the Darkest of Times;PC;30.01.2020;71;6.7;PaintbucketGames;Strategy,General;No Online Multiplayer;24;10;0;0;1;0;0;0;0;0
The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children;PlayStation4;25.09.2018;71;6.7;TelltaleGames;Adventure,Point-and-Click;No Online Multiplayer;7;23;0;0;1;0;0;0;0;0
Squishies;PlayStation4;20.11.2018;71;6.7;BrainseedFactory;Action,Platformer,3D;No Online Multiplayer;9;6;0;0;1;0;0;0;0;0
Gauntlet: Slayer Edition;PlayStation4;11.08.2015;71;6.7;ArrowheadGameStudios;Role-Playing,Western-Style;Up to 4 ;21;113;0;0;0;0;0;0;0;0
DreamWorks Kung Fu Panda;PC;03.06.2008;71;6.7;Beenox;Action,Platformer,Platformer,3D,3D;No info;11;16;0;0;0;0;0;0;1;0
Star Wars: The Force Unleashed;PlayStation3;16.09.2008;71;6.7;LucasArts;Action,Action Adventure,General,General,Shooter,Linear,Third-Person,Arcade;No Online Multiplayer;47;285;0;0;1;0;0;0;0;0
Dragon Quest III: The Seeds of Salvation;Switch;27.09.2019;71;6.7;SquareEnix;Role-Playing,Japanese-Style;No Online Multiplayer;9;12;0;0;1;0;0;0;0;0
Robonauts;Switch;15.09.2017;71;6.7;QubicGames;Action,Platformer,2D;No info;7;27;0;0;0;0;0;0;1;0
Shrek 2;PlayStation2;28.04.2004;71;6.7;Luxoflux,Inc.;Action,Platformer,3D;1-4 ;32;56;0;0;0;0;0;0;0;1
Crossing Souls;PC;13.02.2018;70;6.7;Fourattic;Action Adventure,General;No Online Multiplayer;26;45;0;0;1;0;0;0;0;0
Sanctum (2011);PC;15.04.2011;70;6.7;CoffeeStainStudios;Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade;No info;22;237;0;0;0;0;0;0;1;0
2010 FIFA World Cup South Africa;Wii;27.04.2010;70;6.7;ElectronicArts;Sports,Traditional,Team,Soccer,Sim,Sim;No info;19;11;0;0;0;0;0;0;1;0
Take On Helicopters;PC;16.10.2011;70;6.7;BohemiaInteractive;Simulation,Flight,Helicopter,Helicopter,Civilian;No info;10;27;0;0;0;0;0;0;1;0
Ion Fury;XboxOne;14.05.2020;70;6.7;3DRealms,Voidpoint,LLC;General,Action,Shooter,First-Person,Arcade;No Online Multiplayer;7;9;0;0;1;0;0;0;0;0
Zombie Army Trilogy;Switch;31.03.2020;70;6.7;Rebellion;Action,Shooter,Third-Person,Arcade;Up to 4 ;12;9;0;0;0;0;0;0;0;0
The Fall;Switch;10.05.2018;70;6.7;OverTheMoon;Action Adventure,General;No Online Multiplayer;8;7;0;0;1;0;0;0;0;0
WWE Legends of WrestleMania;PlayStation3;24.03.2009;70;6.7;Yuke's;Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling;No info;43;23;0;0;0;0;0;0;1;0
Surgeon Simulator 2;PC;27.08.2020;70;6.7;BossaStudios;Simulation,Virtual,Career;Up to 4 ;17;15;0;0;0;0;0;0;0;0
Kung Fu Panda;Wii;03.06.2008;70;6.7;Xpec;Action,Platformer,Platformer,3D,3D;No Online Multiplayer;20;7;0;0;1;0;0;0;0;0
Retrovirus;PC;31.01.2013;70;6.7;Cadenza;Action,Miscellaneous,General,General,Shooter,First-Person,Arcade;No info;12;18;0;0;0;0;0;0;1;0
Vampyr;XboxOne;05.06.2018;70;6.7;DONTNODEntertainment;Role-Playing,General,Action RPG;No Online Multiplayer;16;138;0;0;1;0;0;0;0;0
No Straight Roads;PlayStation4;25.08.2020;70;6.7;Metronomik;Action,Rhythm,Music,Action Adventure,Open-World;No Online Multiplayer;33;66;0;0;1;0;0;0;0;0
Mr. Shifty;PC;13.04.2017;70;6.7;TeamShifty;Action,Shooter,Shoot-'Em-Up,Top-Down;No Online Multiplayer;17;18;0;0;1;0;0;0;0;0
Fortified;XboxOne;03.02.2016;69;6.7;ClapfootInc.;Action,Shooter,Third-Person,Arcade;No info;25;7;0;0;0;0;0;0;1;0
Cars 2: The Video Game;Wii;21.06.2011;69;6.7;DisneyInteractiveStudios;Driving,Racing,General,General,Arcade,Automobile;1-4 ;9;7;0;0;0;0;0;0;0;1
Gratuitous Tank Battles;PC;17.05.2012;69;6.7;PositechGames;Strategy,General,General;No Online Multiplayer;9;23;0;0;1;0;0;0;0;0
Rebel Cops;PC;17.09.2019;69;6.7;WeappyStudio;Strategy,Turn-Based,Tactics;No Online Multiplayer;9;9;0;0;1;0;0;0;0;0
NHL 2K9;Xbox360;08.09.2008;69;6.7;VisualConcepts;Sports,Traditional,Team,Ice Hockey,Sim,Sim;12  Online;33;7;0;0;0;0;0;0;0;0
Octodad: Dadliest Catch;PlayStation4;22.04.2014;69;6.7;KevinZuhn;Modern,Adventure,3D,Third-Person,Modern;No Online Multiplayer;31;116;0;0;1;0;0;0;0;0
Exit the Gungeon;Switch;17.03.2020;69;6.7;DodgeRoll;Action,Platformer,2D;No Online Multiplayer;20;11;0;0;1;0;0;0;0;0
De Mambo;Switch;13.07.2017;69;6.7;TheDangerousKitchen;Action,Platformer,2D;No info;9;10;0;0;0;0;0;0;1;0
Of Orcs and Men;PC;11.10.2012;69;6.7;Cyanide,Spiders;Role-Playing,Action RPG,Action RPG,Western-Style;No Online Multiplayer;14;204;0;0;1;0;0;0;0;0
Lost Sphear;PC;23.01.2018;69;6.7;TokyoRPGFactory;Role-Playing,Japanese-Style;No Online Multiplayer;9;21;0;0;1;0;0;0;0;0
AO Tennis 2;PlayStation4;11.02.2020;69;6.7;BigAntStudios;Sports,Individual,Tennis;Up to 4 ;20;54;0;0;0;0;0;0;0;0
Lightning Returns: Final Fantasy XIII;Xbox360;11.02.2014;69;6.7;SquareEnix;General,Role-Playing,General,Japanese-Style;No info;21;255;0;0;0;0;0;0;1;0
Runespell: Overture;PC;20.07.2011;69;6.7;MysticBox;Role-Playing,General,General;No info;14;31;0;0;0;0;0;0;1;0
Call of Duty 3;Wii;14.11.2006;69;6.7;Exakt;Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade;No Online Multiplayer;42;66;0;0;1;0;0;0;0;0
Manticore: Galaxy on Fire;Switch;19.04.2018;69;6.7;DeepSilver;Simulation,Space,Combat;No Online Multiplayer;20;19;0;0;1;0;0;0;0;0
Conan Exiles;PC;08.05.2018;68;6.7;Funcom;Action Adventure,Survival;Up to 40 ;24;175;0;0;0;0;0;0;0;0
Gang Beasts;PlayStation4;12.12.2017;68;6.7;Boneloaf;Action,Miscellaneous,General,Party / Minigame;Up to 8 ;17;55;0;0;0;0;0;0;0;0
BioShock Infinite: Clash in the Clouds;Xbox360;30.07.2013;68;6.7;IrrationalGames;Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade;No info;9;53;0;0;0;0;0;0;1;0
Tom Clancy's EndWar;PC;24.02.2009;68;6.7;UbisoftShanghai;Strategy,Real-Time,Military,Military,Tactics;No info;24;50;0;0;0;0;0;0;1;0
Buccaneer: The Pursuit of Infamy;PC;05.12.2008;68;6.7;StickmenStudios;Strategy,General,General;No info;10;14;0;0;0;0;0;0;1;0
Keepsake;PC;31.03.2006;68;6.7;WickedStudios;Adventure,Third-Person,Point-and-Click,Fantasy,Fantasy;1 Player;26;22;1;0;0;0;0;0;0;0
Strange Brigade;PC;28.08.2018;68;6.7;Rebellion;Action,Shooter,Third-Person,Arcade;Up to 4 ;21;46;0;0;0;0;0;0;0;0
Koihime Enbu;PC;19.05.2016;68;6.7;M2,UNKNOWNGAMES;Action,Fighting,2D;Online Multiplayer;10;6;0;0;0;0;0;0;0;0
Skylar & Plux: Adventure on Clover Island;PC;19.05.2017;68;6.7;RightNiceGames;Action,Platformer,3D;No info;8;12;0;0;0;0;0;0;1;0
Infinite Crisis;PC;26.03.2015;68;6.7;TurbineInc.;MOBA,Strategy,Real-Time,MOBA;No info;8;30;0;0;0;0;0;0;1;0
Fallout: New Vegas - Dead Money;PlayStation3;22.02.2011;68;6.7;ObsidianEntertainment;Role-Playing,First-Person,First-Person,Western-Style;No info;7;31;0;0;0;0;0;0;1;0
Warhammer 40,000: Armageddon;PC;26.11.2014;68;6.7;TheLordzGamesStudio,FlashbackGames;Strategy,Real-Time,Sci-Fi,General;No info;17;40;0;0;0;0;0;0;1;0
Alien Breed 3: Descent;Xbox360;17.11.2010;68;6.7;Team17;Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade;No info;16;6;0;0;0;0;0;0;1;0
Tom Clancy's Splinter Cell Pandora Tomorrow;GameBoyAdvance;24.03.2004;68;6.7;Ubisoft;Action Adventure,Modern;1 Player;19;7;1;0;0;0;0;0;0;0
Marvel's Guardians of the Galaxy - Episode 4: Who Needs You;PlayStation4;10.10.2017;68;6.7;TelltaleGames;Action,Adventure,General,3D,Third-Person;No info;8;13;0;0;0;0;0;0;1;0
NBA Live 08;PlayStation2;01.10.2007;68;6.7;EACanada;Sports,Traditional,Basketball,Sim;2  Online;10;10;0;0;0;0;0;0;0;0
Devil May Cry 2;PlayStation2;25.01.2003;68;6.7;Capcom;Action Adventure,Fantasy;1 Player;40;381;1;0;0;0;0;0;0;0
Blueberry Garden;PC;10.06.2009;68;6.7;ErikSvedang;Miscellaneous,General,General;No info;11;20;0;0;0;0;0;0;1;0
Digimon World: Next Order;PlayStation4;31.01.2017;68;6.7;B.B.Studio;Role-Playing,Trainer;No Online Multiplayer;35;140;0;0;1;0;0;0;0;0
Legasista;PlayStation3;21.08.2012;68;6.7;SystemPrisma;Role-Playing,Action RPG,Action RPG;1 Player;13;16;1;0;0;0;0;0;0;0
Nine Parchments;PlayStation4;12.12.2017;67;6.7;Frozenbyte,Inc.;Role-Playing,Action RPG;Up to 4 ;7;10;0;0;0;0;0;0;0;0
Tank Universal: Challenger Eight;PC;21.08.2008;67;6.7;DialogueDesign;Action,Shooter,First-Person,Sci-Fi;No info;10;26;0;0;0;0;0;0;1;0
Hidden & Dangerous 2: Sabre Squadron;PC;21.10.2004;67;6.7;IllusionSoftworks;Action,Shooter,Shooter,First-Person,Tactical,Historic,Historic;32  Online;14;15;0;0;0;0;0;0;0;0
ZooCube;GameCube;05.05.2002;67;6.7;PuzzleKings;Miscellaneous,Puzzle,General;1-4 ;15;7;0;0;0;0;0;0;0;1
Galleon: Islands of Mystery;Xbox;03.08.2004;67;6.7;ConfoundingFactor;Action Adventure,Fantasy;1 Player;40;12;1;0;0;0;0;0;0;0
Call of Cthulhu;PC;29.10.2018;67;6.7;Cyanide,CyanideStudios;Role-Playing,General;No Online Multiplayer;40;177;0;0;1;0;0;0;0;0
Champions of Anteria;PC;30.08.2016;67;6.7;BlueByte;Strategy,Real-Time,General;No Online Multiplayer;20;29;0;0;1;0;0;0;0;0
CounterSpy;PlayStation4;19.08.2014;67;6.7;Dynamighty;Action,General;No info;52;174;0;0;0;0;0;0;1;0
Rogue Wizards;PC;27.09.2016;67;6.7;SpellbindStudios;Role-Playing,Roguelike,Western-Style;No Online Multiplayer;8;10;0;0;1;0;0;0;0;0
Freestyle MetalX;Xbox;14.09.2003;67;6.7;DeibusStudios;Driving,Racing,Motorcycle,Motocross;1-4 ;9;6;0;0;0;0;0;0;0;1
Black The Fall;PlayStation4;11.07.2017;66;6.7;SandSailorStudio;Action,General;No Online Multiplayer;16;37;0;0;1;0;0;0;0;0
Driveclub VR;PlayStation4;21.09.2016;66;6.7;EvolutionStudios;Racing,Simulation,Automobile;Up to 8 ;35;133;0;0;0;0;0;0;0;0
Fitness Boxing;Switch;04.01.2019;66;6.7;ImagineerCo.,Ltd.;Miscellaneous,Exercise / Fitness;No Online Multiplayer;14;45;0;0;1;0;0;0;0;0
Colour Bind;PC;24.09.2012;66;6.7;PuppyPunchProductions;Miscellaneous,Puzzle,General,Puzzle,General;No Online Multiplayer;9;6;0;0;1;0;0;0;0;0
Ultra Street Fighter II: The Final Challengers;Switch;26.05.2017;66;6.7;Capcom;Action,Fighting,2D;2 ;65;176;0;0;0;0;0;0;0;0
Bridge Constructor;PlayStation4;13.12.2016;66;6.7;ClockStoneSoftware;Simulation,Virtual,Career;No info;7;6;0;0;0;0;0;0;1;0
Neocron;PC;17.11.2002;66;6.7;ReakktorMedia;Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi;Massively Multiplayer;11;6;0;0;0;0;0;0;0;0
Never Alone;XboxOne;19.11.2014;66;6.7;UpperOneGames;Action,Platformer,2D;No info;14;43;0;0;0;0;0;0;1;0
Sniper Elite V2;PC;30.04.2012;66;6.7;Rebellion;Action,Shooter,Shooter,Third-Person,Tactical,Historic,Historic;No info;21;576;0;0;0;0;0;0;1;0
R: Racing Evolution;PlayStation2;09.12.2003;66;6.7;Namco;Driving,Racing,GT / Street;1-2 ;35;6;0;1;0;0;0;0;0;0
Saints Row IV: Re-Elected & Gat Out of Hell;PlayStation4;20.01.2015;66;6.7;VolitionInc.;Action Adventure,General,Modern,Open-World;2 ;10;43;0;0;0;0;0;0;0;0
Robotron: 2084;Xbox360;16.12.2005;65;6.7;DigitalEclipse;Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down;2  Online;12;6;0;0;0;0;0;0;0;0
Hinterland;PC;30.09.2008;65;6.7;TiltedMill;Strategy,Real-Time,Fantasy,General;No info;10;42;0;0;0;0;0;0;1;0
Immortal Planet;PC;27.07.2017;65;6.7;teedoubleuGAMES;Role-Playing,Action RPG;No Online Multiplayer;16;6;0;0;1;0;0;0;0;0
Dark Eclipse;PlayStation4;25.09.2018;65;6.7;SunSoft;Action,General;No Online Multiplayer;10;18;0;0;1;0;0;0;0;0
Futuridium EP Deluxe;PlayStationVita;30.09.2014;65;6.7;MixedBag;Action,Shooter,Rail;No info;8;15;0;0;0;0;0;0;1;0
Resident Evil: Dead Aim;PlayStation2;18.06.2003;65;6.7;CaviaInc.;Action,Shooter,Light Gun;1 Player;28;88;1;0;0;0;0;0;0;0
Warhammer 40,000: Inquisitor - Martyr;PlayStation4;23.08.2018;65;6.7;MaximumGames;Strategy,Real-Time,General;Online Multiplayer;17;39;0;0;0;0;0;0;0;0
Ferrari Challenge Trofeo Pirelli;Wii;26.08.2008;65;6.7;Eutechnyx;Driving,Racing,Simulation,Other,Other,GT / Street,Automobile;No info;7;19;0;0;0;0;0;0;1;0
Robinson: The Journey;PlayStation4;08.11.2016;64;6.7;Crytek;Action Adventure,General;No info;46;88;0;0;0;0;0;0;1;0
Tom Clancy's Splinter Cell Double Agent;GameCube;26.10.2006;64;6.7;UbisoftMontreal;Action Adventure,Modern;1-2 ;8;9;0;1;0;0;0;0;0;0
GoldenEye 007;DS;14.09.2010;64;6.7;n-Space;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade;No info;15;17;0;0;0;0;0;0;1;0
Tiny Brains;PlayStation4;03.12.2013;64;6.7;SpearheadGames;Action,Puzzle,Miscellaneous,Puzzle,Action;No info;26;74;0;0;0;0;0;0;1;0
Murder in the Abbey;PC;26.08.2008;64;6.7;AlcachofaSoft;Adventure,General,General;1 Player;17;16;1;0;0;0;0;0;0;0
Gunbird 2;Dreamcast;17.11.2000;64;6.7;Psikyo;Action,General;No info;15;7;0;0;0;0;0;0;1;0
Seasons After Fall;PlayStation4;16.05.2017;64;6.7;SwingSwingSubmarine;Action,Platformer,2D;No info;9;16;0;0;0;0;0;0;1;0
Exit DS;DS;05.11.2008;64;6.7;Moss;Action,Puzzle,General,General;1 Player;25;6;1;0;0;0;0;0;0;0
Supreme Ruler: Cold War;PC;19.07.2011;63;6.7;BattleGoatStudios;Strategy,Turn-Based,Wargame,Turn-Based,General;16  Online;12;28;0;0;0;0;0;0;0;0
Neon Chrome;PlayStation4;31.05.2016;63;6.7;10tonsEntertainment,10tons;Action,Shooter,Shoot-'Em-Up,Top-Down;No info;13;25;0;0;0;0;0;0;1;0
Star Wars: The Force Unleashed II;PlayStation3;26.10.2010;63;6.7;LucasArts;Action,General,General;No info;41;144;0;0;0;0;0;0;1;0
DarkStar One: Broken Alliance;Xbox360;13.07.2010;63;6.7;GamingMindsStudios;Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat;No info;33;22;0;0;0;0;0;0;1;0
FIFA Street 3;PlayStation3;18.02.2008;63;6.7;EACanada;Sports,Traditional,Team,Soccer,Arcade,Arcade;Up to 8 ;37;22;0;0;0;0;0;0;0;0
Texas Hold 'Em;Xbox360;23.08.2006;63;6.7;TikGames,LLC;Miscellaneous,Parlor,Gambling,Gambling;8  Online;20;18;0;0;0;0;0;0;0;0
ReCore;XboxOne;13.09.2016;63;6.7;ArmatureStudio,comcept;Action Adventure,General;No Online Multiplayer;75;605;0;0;1;0;0;0;0;0
Lemmings Touch;PlayStationVita;27.05.2014;63;6.7;d3tLtd;Miscellaneous,Puzzle,Action;No info;20;9;0;0;0;0;0;0;1;0
Citizens of Space;PlayStation4;18.06.2019;63;6.7;Sega;Role-Playing,Japanese-Style;No Online Multiplayer;9;6;0;0;1;0;0;0;0;0
Maid of Sker;XboxOne;28.07.2020;63;6.7;WalesInteractiveLtd.;Action Adventure,Survival;No Online Multiplayer;12;7;0;0;1;0;0;0;0;0
The Way Remastered;Switch;20.04.2018;63;6.7;PuzzlingDream;Action,Platformer,2D;No Online Multiplayer;9;66;0;0;1;0;0;0;0;0
Cargo Commander;PC;01.11.2012;63;6.7;SeriousBrew;Action,Adventure,General,General,Platformer,2D;No info;9;23;0;0;0;0;0;0;1;0
Final Fantasy II;PSP;24.07.2007;63;6.7;TOSE;Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style;No Online Multiplayer;31;44;0;0;1;0;0;0;0;0
Salary Man Escape VR;PlayStation4;26.06.2018;63;6.7;SonyInteractiveEntertainment,RedAccentStudios;Puzzle,Action;No Online Multiplayer;14;23;0;0;1;0;0;0;0;0
The Order: 1886;PlayStation4;20.02.2015;63;6.7;ReadyatDawn,SCESantaMonica;General,General,Action,Action Adventure,Shooter,Linear,Third-Person,Sci-Fi,Arcade;No Online Multiplayer;94;3817;0;0;1;0;0;0;0;0
